Date,Open,High,Low,Close,Volume,TradingValue,UpLimit,UnderLimit
2024-07-26,1850,1855,1635,1650,27533300,48324319600,0,0
2024-07-29,1650,1730,1550,1552,8597300,14093811700,0,0
2024-07-30,1521,1533,1404,1452,5407500,7920121800,0,0
2024-07-31,1392,1465,1367,1450,4180200,5946689100,0,0
2024-08-01,1471,1580,1448,1580,4020800,6143203100,0,0
2024-08-02,1470,1548,1400,1525,3066200,4541273000,0,0
2024-08-05,1401,1484,1179,1235,4019800,5570307300,0,0
2024-08-06,1500,1500,1362,1450,2716300,3890452600,0,0
2024-08-07,1440,1560,1374,1559,2207000,3216524400,0,0
2024-08-08,1519,1595,1485,1550,1422900,2199243300,0,0
2024-08-09,1575,1719,1500,1704,2724100,4486749000,0,0
2024-08-13,1727,1846,1667,1687,4500200,7863610900,0,0
2024-08-14,1767,1976,1723,1903,10201700,19325221400,0,0
2024-08-15,1907,1919,1765,1780,4143700,7595737300,0,0
2024-08-16,1810,1925,1687,1726,7079300,12572922100,0,0
2024-08-19,1752,1776,1692,1763,2232500,3872321800,0,0
2024-08-20,1803,2024,1768,1992,5591200,10738838600,0,0
2024-08-21,2030,2125,1883,1940,6478400,12798112900,0,0
2024-08-22,1979,2137,1951,2000,6506600,13353083700,0,0
2024-08-23,1997,2000,1860,1866,4816200,9245684800,0,0
2024-08-26,1900,2097,1872,2090,5742600,11425652600,0,0
2024-08-27,2129,2217,2030,2094,6983200,14764477400,0,0
2024-08-28,2138,2142,2016,2045,3443700,7078689500,0,0
2024-08-29,2021,2195,2021,2128,6564800,13964169500,0,0
2024-08-30,2168,2172,2027,2042,5185800,10811791300,0,0
2024-09-02,2058,2180,1965,2131,6147600,12776268900,0,0
2024-09-03,2133,2235,2093,2110,7645100,16477719400,0,0
2024-09-04,2030,2093,1967,1980,4390800,8889093500,0,0
2024-09-05,1970,2109,1931,2056,4018900,8230909600,0,0
2024-09-06,2050,2148,1990,2006,4876400,10059949300,0,0
2024-09-09,1945,2077,1940,1999,3372500,6790152200,0,0
2024-09-10,2056,2057,1963,1985,2670700,5323622200,0,0
2024-09-11,1981,2024,1909,1935,2772400,5457765600,0,0
2024-09-12,1975,1990,1890,1979,2852400,5542061900,0,0
2024-09-13,1781,1796,1602,1633,12118800,20175854100,0,0
2024-09-17,1601,1603,1381,1490,14714900,21549703500,0,0
2024-09-18,1500,1507,1434,1466,6427600,9418090300,0,0
2024-09-19,1513,1555,1460,1495,6489400,9777745700,0,0
2024-09-20,1525,1559,1490,1498,6588900,10005112400,0,0
2024-09-24,1500,1504,1417,1426,4850100,6987063900,0,0
2024-09-25,1411,1444,1370,1373,4615900,6473158800,0,0
2024-09-26,1358,1374,1330,1356,4234400,5709327700,0,0
2024-09-27,1361,1394,1341,1379,3326000,4564274700,0,0
2024-09-30,1330,1383,1314,1314,2860300,3831139000,0,0
2024-10-01,1326,1359,1295,1311,3789500,5013590400,0,0
2024-10-02,1290,1290,1231,1238,4905400,6154728700,0,0
2024-10-03,1245,1252,1201,1235,4318200,5268313400,0,0
2024-10-04,1249,1308,1214,1214,7493300,9400954800,0,0
2024-10-07,1212,1214,1135,1146,9023700,10464764900,0,0
2024-10-08,1116,1183,1112,1144,6774400,7793151000,0,0
2024-10-09,1145,1217,1130,1214,8395600,9921315500,0,0
2024-10-10,1231,1232,1151,1170,7407800,8784540900,0,0
2024-10-11,1169,1245,1152,1235,6697100,8045505300,0,0
2024-10-15,1250,1258,1155,1175,8252500,9769909600,0,0
2024-10-16,1175,1187,1121,1121,4574600,5228592100,0,0
2024-10-17,1125,1127,1065,1073,5264500,5707333800,0,0
2024-10-18,1053,1058,1020,1029,3865200,3994074500,0,0
2024-10-21,1044,1076,1022,1073,2580200,2729337100,0,0
2024-10-22,1080,1144,1077,1126,5228100,5874286000,0,0
2024-10-23,1108,1122,1058,1068,2741800,2975244700,0,0
2024-10-24,1050,1065,1035,1043,1487500,1557172100,0,0
2024-10-25,1041,1049,1004,1044,1797000,1832387100,0,0
2024-10-28,1044,1200,1040,1200,7599500,8811690900,0,0
2024-10-29,1212,1294,1165,1243,11841600,14714918800,0,0
2024-10-30,1238,1247,1173,1218,8726100,10537083600,0,0
2024-10-31,1216,1216,1166,1191,4631500,5496550200,0,0
2024-11-01,1165,1192,1153,1175,2620000,3067852800,0,0
2024-11-05,1180,1191,1111,1111,3383500,3812017200,0,0
2024-11-06,1113,1127,1090,1095,2469500,2737090600,0,0
2024-11-07,1104,1138,1077,1085,2640400,2898649500,0,0
2024-11-08,1093,1109,1032,1035,2669700,2843424500,0,0
2024-11-11,1040,1046,995,1002,3771000,3823118600,0,0
2024-11-12,990,1007,976,987,2911700,2886198100,0,0
2024-11-13,995,1008,969,980,2728400,2685040200,0,0
2024-11-14,982,994,952,976,2783800,2707029500,0,0
2024-11-15,963,986,930,973,4856500,4652480100,0,0
2024-11-18,1000,1055,990,993,4662700,4753467700,0,0
2024-11-19,1000,1076,997,1053,5224600,5507214100,0,0
2024-11-20,1061,1142,1050,1135,6774700,7562246400,0,0
2024-11-21,1165,1230,1109,1135,9609800,11139979300,0,0
2024-11-22,1150,1157,1118,1137,3966600,4518164600,0,0
2024-11-25,1165,1213,1142,1142,5740900,6751186000,0,0
2024-11-26,1145,1163,1122,1154,2267200,2595288100,0,0
2024-11-27,1159,1245,1149,1211,7159700,8702756600,0,0
2024-11-28,1210,1260,1188,1233,4817900,5928283700,0,0
2024-11-29,1240,1254,1190,1192,3602100,4397290500,0,0
2024-12-02,1190,1219,1170,1210,2367200,2842520900,0,0
2024-12-03,1219,1249,1214,1249,2701000,3335872800,0,0
2024-12-04,1278,1278,1194,1230,3796700,4653655000,0,0
2024-12-05,1237,1251,1217,1240,2442800,3020632000,0,0
2024-12-06,1228,1237,1202,1230,1417100,1725814000,0,0
2024-12-09,1239,1249,1204,1205,1470500,1797717600,0,0
2024-12-10,1212,1231,1181,1182,2070700,2485715800,0,0
2024-12-11,1182,1201,1151,1177,2062700,2414905100,0,0
2024-12-12,1205,1232,1175,1190,3904200,4688969300,0,0
2024-12-13,1395,1490,1367,1490,9459900,13651688500,1,0
2024-12-16,1534,1597,1428,1447,24571900,37258053300,0,0
2024-12-17,1448,1450,1355,1373,10422700,14605269900,0,0
2024-12-18,1361,1434,1345,1385,5749500,8008571100,0,0
2024-12-19,1325,1348,1296,1328,5039200,6625166500,0,0
2024-12-20,1328,1353,1273,1279,3262900,4247567200,0,0
2024-12-23,1260,1350,1250,1333,4069000,5276778500,0,0
2024-12-24,1350,1430,1321,1427,6242100,8585412700,0,0
2024-12-25,1437,1466,1406,1412,4418000,6336979900,0,0
2024-12-26,1412,1489,1407,1463,5416700,7891564900,0,0
2024-12-27,1491,1555,1478,1554,5219400,7964703500,0,0
2024-12-30,1560,1609,1522,1543,6712900,10572542400,0,0
2025-01-06,1560,1638,1525,1542,5199500,8152946100,0,0
2025-01-07,1550,1588,1463,1490,5135400,7754979000,0,0
2025-01-08,1478,1510,1417,1420,3117700,4558294100,0,0
2025-01-09,1446,1482,1400,1437,3710400,5356750400,0,0
2025-01-10,1460,1479,1407,1430,2236800,3216235000,0,0
2025-01-14,1420,1467,1385,1451,2771800,3962864600,0,0
2025-01-15,1470,1481,1406,1411,1784900,2557995300,0,0
2025-01-16,1440,1466,1408,1444,1803700,2595386600,0,0
2025-01-17,1430,1457,1410,1455,1419100,2034922200,0,0
2025-01-20,1474,1518,1452,1507,2522000,3746263100,0,0
2025-01-21,1514,1515,1455,1515,1924500,2867404100,0,0
2025-01-22,1526,1540,1495,1504,1923500,2914676600,0,0
2025-01-23,1503,1539,1464,1486,1939100,2902185600,0,0
2025-01-24,1489,1663,1452,1501,12703200,19690932800,0,0
2025-01-27,1524,1551,1439,1450,3899200,5777176000,0,0
2025-01-28,1440,1468,1422,1460,1970900,2856638700,0,0
2025-01-29,1460,1483,1440,1478,1541400,2255722000,0,0
2025-01-30,1470,1479,1428,1441,2628400,3804149700,0,0
2025-01-31,1443,1448,1416,1416,1230800,1763314500,0,0
2025-02-03,1420,1536,1419,1488,5253300,7828200500,0,0
2025-02-04,1487,1519,1470,1519,1838700,2751101100,0,0
2025-02-05,1512,1547,1487,1547,1844100,2791146700,0,0
2025-02-06,1547,1618,1536,1617,3112200,4919834700,0,0
2025-02-07,1622,1635,1571,1596,3075200,4925971000,0,0
2025-02-10,1593,1624,1585,1586,2723500,4367320400,0,0
2025-02-12,1618,1735,1610,1735,4665500,7869338400,0,0
2025-02-13,1745,1887,1723,1878,5800100,10543249400,0,0
2025-02-14,1848,1853,1785,1822,4212700,7690049100,0,0
2025-02-17,1824,1826,1718,1742,2878100,5093877400,0,0
2025-02-18,1745,1768,1705,1735,1742900,3011037600,0,0
2025-02-19,1750,1758,1708,1743,1136000,1958477100,0,0
2025-02-20,1736,1754,1682,1682,1509200,2583554500,0,0
2025-02-21,1670,1702,1636,1648,1652900,2744444800,0,0
2025-02-25,1620,1650,1591,1605,1949800,3132427500,0,0
2025-02-26,1585,1650,1573,1591,2149300,3435813500,0,0
2025-02-27,1580,1678,1550,1678,2484000,4011776600,0,0
2025-02-28,1628,1631,1561,1576,4337100,6912510500,0,0
2025-03-03,1600,1611,1530,1546,2303300,3575472600,0,0
2025-03-04,1510,1523,1475,1511,2165000,3243654900,0,0
2025-03-05,1540,1547,1499,1532,1499200,2291407100,0,0
2025-03-06,1533,1543,1494,1522,1558500,2369003900,0,0
2025-03-07,1510,1558,1483,1510,1601800,2430454000,0,0
2025-03-10,1510,1548,1495,1534,1304600,1979575000,0,0
2025-03-11,1500,1514,1454,1501,1893900,2817680100,0,0
2025-03-12,1525,1570,1497,1524,1717300,2629212000,0,0
2025-03-13,1560,1600,1537,1591,4221700,6657746000,0,0
2025-03-14,1630,1750,1553,1597,18151300,29611389600,0,0
2025-03-17,1611,1636,1499,1499,5544500,8538026900,0,0
2025-03-18,1502,1526,1476,1480,4027100,6038093700,0,0
2025-03-19,1481,1517,1470,1500,3022300,4513680900,0,0
2025-03-21,1501,1592,1492,1557,3051700,4730103900,0,0
2025-03-24,1572,1605,1516,1525,2869500,4504586200,0,0
2025-03-25,1638,1825,1638,1793,27120500,47998977900,0,0
2025-03-26,1762,1774,1658,1695,14031400,23913122300,0,0
2025-03-27,1687,1702,1641,1662,4478500,7486222000,0,0
2025-03-28,1642,1659,1578,1590,2913500,4691792400,0,0
2025-03-31,1552,1568,1498,1500,3193600,4848418400,0,0
2025-04-01,1529,1534,1483,1500,2908700,4363836100,0,0
2025-04-02,1510,1515,1464,1465,1599900,2377908400,0,0
2025-04-03,1395,1515,1393,1449,2495000,3598916900,0,0
2025-04-04,1419,1438,1316,1365,3164300,4317461200,0,0
2025-04-07,1215,1275,1200,1229,3046900,3781901700,0,0
2025-04-08,1300,1387,1277,1375,3194500,4296095300,0,0
2025-04-09,1345,1406,1326,1390,2364500,3226034200,0,0
2025-04-10,1550,1550,1485,1530,3772900,5739973500,0,0
2025-04-11,1509,1670,1509,1660,6186400,9932806100,0,0
2025-04-14,1650,1692,1620,1632,3235800,5341431900,0,0
2025-04-15,1633,1649,1603,1634,2579400,4207741000,0,0
2025-04-16,1650,1655,1547,1555,2840300,4493048000,0,0
2025-04-17,1555,1560,1530,1549,1886900,2920195500,0,0
2025-04-18,1556,1635,1539,1624,2827600,4514021200,0,0
2025-04-21,1602,1617,1575,1592,1456500,2325375700,0,0
2025-04-22,1563,1574,1506,1535,2011600,3080659300,0,0
2025-04-23,1556,1603,1546,1582,2031200,3186523000,0,0
2025-04-24,1595,1624,1565,1601,1762000,2810124200,0,0
2025-04-25,1599,1618,1571,1573,1447500,2307706700,0,0
2025-04-28,1620,1698,1620,1686,2914300,4859069100,0,0
2025-04-30,1686,1748,1678,1716,2590600,4449371600,0,0
2025-05-01,1702,1770,1697,1737,2059500,3573450700,0,0
2025-05-02,1710,1747,1692,1721,1841100,3162389700,0,0
2025-05-07,1748,1753,1712,1746,1212400,2104067400,0,0
2025-05-08,1745,1767,1707,1707,1128700,1955939600,0,0
2025-05-09,1718,1739,1710,1720,732000,1259854400,0,0
2025-05-12,1710,1793,1704,1790,1241500,2182621100,0,0
2025-05-13,1797,1832,1783,1808,1452900,2625933400,0,0
2025-05-14,1800,1845,1790,1844,1188800,2173836700,0,0
2025-05-15,1818,1865,1810,1839,1081800,1997590800,0,0
2025-05-16,1870,1873,1822,1830,881800,1631410100,0,0
2025-05-19,1806,1838,1790,1813,762300,1380826800,0,0
2025-05-20,1821,1821,1765,1785,949000,1692408400,0,0
2025-05-21,1809,1817,1762,1776,698500,1245766100,0,0
2025-05-22,1760,1782,1734,1734,701400,1231953700,0,0
2025-05-23,1742,1759,1698,1706,904600,1557054700,0,0
2025-05-26,1743,1852,1718,1829,1685400,3034189600,0,0
2025-05-27,1815,1848,1807,1826,717100,1306365500,0,0
2025-05-28,1844,1895,1784,1786,1650700,3034213400,0,0
2025-05-29,1791,1799,1757,1772,935800,1663485800,0,0
2025-05-30,1761,1776,1715,1762,1780400,3121813700,0,0
2025-06-02,1756,1773,1724,1751,769000,1343318000,0,0
2025-06-03,1777,1812,1757,1793,1592500,2846586400,0,0
2025-06-04,1797,1816,1765,1807,1147400,2057930800,0,0
2025-06-05,1807,1825,1790,1798,1171600,2115347700,0,0
2025-06-06,1807,1813,1726,1727,1580900,2770772200,0,0
2025-06-09,1755,1761,1708,1736,1250700,2163503000,0,0
2025-06-10,1736,1783,1731,1774,1537200,2713380900,0,0
2025-06-11,1761,1765,1722,1732,1465800,2546048200,0,0
2025-06-12,1748,1762,1685,1687,3339400,5751563300,0,0
2025-06-13,1696,1869,1663,1809,14997800,26661258700,0,0
2025-06-16,1769,1865,1741,1781,7177700,12950627100,0,0
2025-06-17,1770,1792,1730,1768,3064700,5398437700,0,0
2025-06-18,1837,1972,1826,1933,8021800,15454092000,0,0
2025-06-19,1910,1941,1807,1810,5387500,10094229500,0,0
2025-06-20,1811,1883,1788,1795,3918000,7156480800,0,0
2025-06-23,1771,1808,1770,1790,1807900,3228229400,0,0
2025-06-24,1825,1861,1801,1858,2665300,4882848800,0,0
2025-06-25,1865,1895,1823,1858,1963100,3644703800,0,0
2025-06-26,1890,1891,1811,1862,2979600,5518781200,0,0
2025-06-27,1865,1932,1859,1926,4326700,8274303500,0,0
2025-06-30,1949,2060,1923,2060,4868300,9751514200,0,0
2025-07-01,2046,2079,1976,1987,2690800,5435608000,0,0
2025-07-02,1947,1995,1914,1921,2354200,4583954900,0,0
2025-07-03,1930,1939,1867,1880,1655400,3123778400,0,0
2025-07-04,1896,1896,1834,1842,2046500,3811145700,0,0
2025-07-07,1843,1893,1831,1876,2067800,3861565800,0,0
2025-07-08,1894,1913,1853,1875,1965200,3713341200,0,0
2025-07-09,1891,1934,1863,1894,2875300,5460380600,0,0
2025-07-10,1903,1982,1901,1966,3488700,6788230000,0,0
2025-07-11,1966,2020,1940,1964,3072600,6102893100,0,0
2025-07-14,1940,2004,1939,2002,1744700,3461347400,0,0
2025-07-15,2030,2077,2010,2026,3197700,6518166400,0,0
2025-07-16,2020,2023,1941,1945,2032500,4031507900,0,0
2025-07-17,1930,1942,1908,1910,1587300,3054153700,0,0
2025-07-18,1939,1958,1910,1958,1521200,2945187500,0,0
2025-07-22,1942,2015,1911,2000,3602500,7119173000,0,0
2025-07-23,2000,2039,1986,2014,2291200,4603098300,0,0
2025-07-24,2029,2029,1988,2004,1643600,3305395200,0,0
2025-07-25,2010,2012,1985,2001,1669200,3339098300,0,0
2025-07-28,2015,2053,1995,1999,2950000,5986567100,0,0
2025-07-29,1997,2028,1947,1965,2778300,5483100300,0,0
2025-07-30,1961,1969,1930,1949,1981300,3857315700,0,0
2025-07-31,1977,2038,1971,2037,3177500,6392677800,0,0
2025-08-01,2015,2043,2011,2037,1307800,2653249700,0,0
2025-08-04,1968,2008,1959,1997,2406500,4775114000,0,0
2025-08-05,2019,2053,2002,2045,2500600,5082374000,0,0
2025-08-06,2045,2059,2003,2015,1922700,3890451100,0,0
2025-08-07,2046,2290,2046,2184,11610800,25671517400,0,0
2025-08-08,2201,2264,2171,2246,3857700,8591780800,0,0
2025-08-12,2248,2255,2145,2153,4882900,10658972600,0,0
2025-08-13,2142,2156,2121,2142,2102200,4495718300,0,0
2025-08-14,2150,2198,2122,2158,2465600,5347719800,0,0
2025-08-15,2198,2352,2193,2346,5622200,12894944500,0,0
2025-08-18,2420,2459,2351,2374,3912500,9346015800,0,0
2025-08-19,2400,2433,2370,2411,2159100,5183225200,0,0
2025-08-20,2448,2455,2330,2392,3932800,9389745500,0,0
2025-08-21,2395,2470,2354,2462,3102700,7560342500,0,0
2025-08-22,2498,2502,2363,2373,3739600,9021849200,0,0
2025-08-25,2374,2399,2332,2372,2241100,5310927000,0,0
2025-08-26,2385,2389,2348,2385,1286500,3053196900,0,0
2025-08-27,2390,2423,2349,2375,1625000,3870439900,0,0
2025-08-28,2376,2395,2303,2327,2736300,6422023700,0,0
2025-08-29,2308,2331,2288,2319,1009700,2335687100,0,0
2025-09-01,2311,2356,2305,2327,1223200,2856490600,0,0
2025-09-02,2345,2345,2240,2246,1819400,4139248600,0,0
2025-09-03,2246,2248,2182,2196,1859300,4097963100,0,0
